iter	Logloss
335	0.2668177514
336	0.2666639828
337	0.2665705544
338	0.2664784828
339	0.2664078437
340	0.2662817222
341	0.2662024294
342	0.2661363456
343	0.2660799367
344	0.266022496
345	0.2657824364
346	0.2657259385
347	0.265598055
348	0.2654783283
349	0.2654025217
350	0.2653170022
351	0.265234431
352	0.2651365692
353	0.2650698004
354	0.2649743586
355	0.2648932561
356	0.2648365527
357	0.2647185984
358	0.2645913286
359	0.264518083
360	0.2644056051
361	0.2643563187
362	0.2642690018
363	0.2641519708
364	0.2640836181
365	0.2640177807
366	0.2639241325
367	0.2638261476
368	0.2636515844
369	0.2635924707
370	0.2634862676
371	0.2634143179
372	0.2632909278
373	0.2632005161
374	0.263141335
375	0.2630446456
376	0.2630063047
377	0.2629371851
378	0.2628343877
379	0.262773657
380	0.2626897399
381	0.262584747
382	0.2625193835
383	0.2624441257
384	0.2623264927
385	0.2622300724
386	0.2621214048
387	0.2620579017
388	0.2619958827
389	0.2619052989
390	0.2618036571
391	0.2617258208
392	0.2616661516
393	0.2615811455
394	0.2615376384
395	0.2614888719
396	0.2614221552
397	0.2613202948
398	0.2612416564
399	0.2611833481
400	0.2611050747
401	0.2610253811
402	0.2609771934
403	0.2609278604
404	0.2608454494
405	0.2607526416
406	0.2607079768
407	0.2606719181
408	0.2605741511
409	0.2605119284
410	0.2604510846
411	0.2603812982
412	0.2603107142
413	0.2602284411
414	0.2601471392
415	0.2600974623
416	0.2600211505
417	0.2599762883
418	0.2599274949
419	0.2598554395
420	0.2597656474
421	0.2597309887
422	0.259667603
423	0.2595619278
424	0.2595152363
425	0.2594321143
426	0.2593903508
427	0.2593013277
428	0.2592090393
429	0.259103588
430	0.2590498573
431	0.25898911
432	0.2589220182
433	0.2588400014
434	0.2587801571
435	0.2587346922
436	0.258686286
437	0.2585996117
438	0.258560169
439	0.2584828216
440	0.2584358003
441	0.2582042504
442	0.2581415176
443	0.2580779224
444	0.2580117351
445	0.2579725141
446	0.2579154997
447	0.2578620315
448	0.2578094511
449	0.2577248781
450	0.2576455443
451	0.2575847601
452	0.2575153781
453	0.257397273
454	0.2573225253
455	0.2572674619
456	0.2572141383
457	0.2571421604
458	0.2570897522
459	0.2570503377
460	0.2569046113
461	0.25685289
462	0.2567719058
463	0.2567061751
464	0.256664667
465	0.256573335
466	0.2565055305
467	0.2564136983
468	0.2563494733
469	0.2563202227
470	0.2562609758
471	0.2562042495
472	0.256102119
473	0.2560265484
474	0.2559872776
475	0.255922575
476	0.255837374
477	0.255778524
478	0.2557053409
479	0.2556585049
480	0.2556271572
481	0.2556046604
482	0.2555207088
483	0.2553857825
484	0.2553022509
485	0.2552108551
486	0.2551831796
487	0.2551215615
488	0.2550684595
489	0.254988158
490	0.2549416426
491	0.2548738391
492	0.2548064984
493	0.2547500936
494	0.2547013519
495	0.2546277843
496	0.2545737897
497	0.254551301
498	0.254484055
499	0.2544126708
500	0.2543324758
501	0.2542744166
502	0.2542268673
503	0.2541452848
504	0.2541034159
505	0.2540353671
506	0.253981932
507	0.2539156753
508	0.2538553807
509	0.2538351578
510	0.2537859071
511	0.2537185159
512	0.2536893262
513	0.2536265143
514	0.2535857353
515	0.2534918187
516	0.2534317041
517	0.2533383548
518	0.2532655845
519	0.2532151723
520	0.2531490352
521	0.2531255137
522	0.2530740589
523	0.2530452267
524	0.2529947234
525	0.2529729295
526	0.2529418344
527	0.2529126363
528	0.2528500334
529	0.2528005472
530	0.2527583761
531	0.2526934692
532	0.2526490549
533	0.2525954983
534	0.2525483452
535	0.2525074706
536	0.2524471954
537	0.2523849756
538	0.2523233871
539	0.2523012163
540	0.2522297453
541	0.2521495876
542	0.2521211015
543	0.2520730363
544	0.2520480875
545	0.2519921846
546	0.2519486814
547	0.2519039539
548	0.2518696853
549	0.2517955358
550	0.2517545048
551	0.2516845196
552	0.251658525
553	0.2516177608
554	0.2515901189
555	0.2515442473
556	0.251494888
557	0.2514332082
558	0.2513949945
559	0.2513534895
560	0.2513080221
561	0.2512549886
562	0.2511863489
563	0.2511254447
564	0.2510632583
565	0.2510171527
566	0.2509465317
567	0.2508903267
568	0.250820446
569	0.2507639654
570	0.2506756949
571	0.2505847047
572	0.2505202893
573	0.2504542672
574	0.2503650655
575	0.2503257509
576	0.2502706603
577	0.2502398301
578	0.2501537633
579	0.2501127079
580	0.2500897977
581	0.2500203947
582	0.2499748151
583	0.249912437
584	0.2498720414
585	0.2498043433
586	0.2497386179
587	0.2496973459
588	0.2495841917
589	0.2495516555
590	0.2495384274
591	0.2494909891
592	0.2494068165
593	0.2493573786
594	0.2493332327
595	0.2493107214
596	0.2492772635
597	0.2492390088
598	0.2491741257
599	0.2491043971
600	0.2490308438
601	0.2489915936
602	0.2489748431
603	0.2489515898
604	0.2488989648
605	0.2488795221
606	0.2488007373
607	0.2487866854
608	0.2487399149
609	0.248716057
610	0.2486471392
611	0.2485908109
612	0.2485239792
613	0.2484932357
614	0.248445735
615	0.248376459
616	0.2483470813
617	0.2483030094
618	0.2482534672
619	0.2482222741
620	0.2481777619
621	0.2481289088
622	0.2480999373
623	0.248037071
624	0.2479760356
625	0.2479310342
626	0.2477368421
627	0.2476504411
628	0.2475617775
629	0.2475122262
630	0.2474528964
631	0.2474172279
632	0.2473694181
633	0.2473453791
634	0.2473104113
635	0.2472204222
636	0.2471824335
637	0.2471140387
638	0.2470798938
639	0.2469977619
640	0.2469357604
641	0.2468948924
642	0.246836798
643	0.2467959301
644	0.2467465495
645	0.2466852723
646	0.2466295267
647	0.2465842598
648	0.2465373933
649	0.2465142651
650	0.2464639224
651	0.2464341744
652	0.2463758631
653	0.2463198443
654	0.2462479962
655	0.2461813559
656	0.2461128636
657	0.2460791029
658	0.2460359179
659	0.2459721702
660	0.2459196514
661	0.2459066278
662	0.2458633617
663	0.2456403273
664	0.2455909885
665	0.2455670647
666	0.2455117157
667	0.2454537733
668	0.2453777111
669	0.2453443698
670	0.245308654
671	0.2452756182
672	0.2452444255
673	0.2451786319
674	0.2451321006
675	0.2450827501
676	0.2450659013
677	0.2449982326
678	0.2449669409
679	0.2447732482
680	0.2447375681
681	0.24468649
682	0.2446678689
683	0.2446244792
684	0.2445581489
685	0.244447516
686	0.2444166675
687	0.2443713158
688	0.2443448217
689	0.2443204309
690	0.2442479874
691	0.2441907927
692	0.2441132944
693	0.2440971048
694	0.2440557432
695	0.2440095524
696	0.2439973931
697	0.2439574235
698	0.2438697317
699	0.2438031265
700	0.2437410885
701	0.243711253
702	0.2436680677
703	0.2436286885
704	0.2436004239
705	0.2435677164
706	0.2435389317
707	0.2435015652
708	0.2434497528
709	0.2433891643
710	0.2433502642
711	0.2432683278
712	0.2432059203
713	0.2431865887
714	0.2431452729
715	0.2431123271
716	0.2430499954
717	0.243016286
718	0.242977099
719	0.2429438744
720	0.2428799041
721	0.2428222054
722	0.2427562333
723	0.242703401
724	0.2426484051
725	0.2425806621
726	0.2425196673
727	0.2424675637
728	0.2424382097
729	0.2423883197
730	0.2423600377
731	0.2423152562
732	0.2422562556
733	0.2422098243
734	0.2421502986
735	0.2420972194
736	0.2420578931
737	0.2420122328
738	0.2419643206
739	0.2419367685
740	0.2419026238
741	0.2418416
742	0.2417960453
743	0.2417593073
744	0.2417408183
745	0.2417092279
746	0.241673662
747	0.2416512842
748	0.2415949907
749	0.2415601164
750	0.2415299031
751	0.2414895033
752	0.2414133112
753	0.2413617106
754	0.2413235896
755	0.2412902599
756	0.2412633302
757	0.2412227678
758	0.2411635276
759	0.2411414341
760	0.2411018502
761	0.2410810276
762	0.2410482285
763	0.2409862582
764	0.2409635235
765	0.2409384653
766	0.2408954347
767	0.2408733897
768	0.2408255703
769	0.2407864649
770	0.2407261375
771	0.2406745474
772	0.2406432153
773	0.2406067463
774	0.2405621485
775	0.2405057038
776	0.2404936657
777	0.2404356126
778	0.2403944255
779	0.2403404898
780	0.2402638704
781	0.2402113654
782	0.2401812932
783	0.240127916
784	0.2400788442
785	0.2400435845
786	0.2400114435
787	0.2399708201
788	0.2399275682
789	0.2398873944
790	0.2398762095
791	0.2398205118
792	0.2397690848
793	0.2397413748
794	0.2397056814
795	0.2396713249
796	0.2396505318
797	0.2395943792
798	0.23956073
799	0.239498826
800	0.239464626
801	0.2394349313
802	0.2393771072
803	0.2393217733
804	0.2392811276
805	0.2392394801
806	0.2392182603
807	0.2392047605
808	0.23916757
809	0.2391564528
810	0.2391078838
811	0.2390808434
812	0.239035509
813	0.2389725265
814	0.2389221918
815	0.238803607
816	0.238780586
817	0.2387504419
818	0.2386821115
819	0.2386596704
820	0.2386363974
821	0.2385913033
822	0.2385442942
823	0.238499099
824	0.2384625939
825	0.2384483876
826	0.2383770403
827	0.2383173438
828	0.2382729713
829	0.2382126466
830	0.2381707568
831	0.2381492545
832	0.2381253871
833	0.2380758674
834	0.2380584768
835	0.2380057673
836	0.2379384988
837	0.2378630838
838	0.2378399807
839	0.2377915949
840	0.2377287553
841	0.237677611
842	0.2376207869
843	0.2375153334
844	0.2374932178
845	0.2374409185
846	0.2373850865
847	0.2373388075
848	0.2373059733
849	0.2372660039
850	0.237245914
851	0.2372310565
852	0.2371735406
853	0.2371292234
854	0.2370776669
855	0.2370404665
856	0.2370182748
857	0.2369710632
858	0.2369288277
859	0.2369068859
860	0.2368508201
861	0.2367968428
862	0.2367536486
863	0.2367176362
864	0.2366616032
865	0.2365840247
866	0.2365534205
867	0.2364974354
868	0.2364620898
869	0.2364365183
870	0.2364083284
871	0.2363636555
872	0.2363359977
873	0.236306362
874	0.236253614
875	0.2362082682
876	0.2361457432
877	0.2361117018
878	0.2360502049
879	0.2360191431
880	0.2359741682
881	0.2359375258
882	0.2359051498
883	0.2358587711
884	0.2358340103
885	0.2357913423
886	0.2357551473
887	0.2356927605
888	0.2356749119
889	0.2356509896
890	0.2356366783
891	0.2356019721
892	0.2355666865
893	0.2355151005
894	0.2354896725
895	0.2354563879
896	0.2354253239
897	0.2353113733
898	0.2352551711
899	0.2352073447
900	0.2351843794
901	0.235143347
902	0.2350975175
903	0.2350523326
904	0.2350198523
905	0.2349948008
906	0.2349699817
907	0.2349363285
908	0.2349221708
909	0.2348928778
910	0.2348411957
911	0.2347814435
912	0.2347398135
913	0.2347187847
914	0.2346891086
915	0.2346432723
916	0.2346162388
917	0.2345744908
918	0.234481882
919	0.2344611528
920	0.2344347168
921	0.2344050738
922	0.234364529
923	0.2343461658
924	0.2343056524
925	0.2342933961
926	0.2342490928
927	0.2342245851
928	0.2342002302
929	0.2341637932
930	0.2341402632
931	0.2341070723
932	0.2340674094
933	0.2340432736
934	0.2340302924
935	0.2339914247
936	0.2339590805
937	0.2339213541
938	0.233896591
939	0.233868079
940	0.2338239287
941	0.2337975219
942	0.2337919487
943	0.233754219
944	0.2336826419
945	0.2336361393
946	0.2335994637
947	0.2335622566
948	0.2335336776
949	0.2334771431
950	0.2334548219
951	0.2333885438
952	0.2333585577
953	0.2333252131
954	0.2332947718
955	0.2332162979
956	0.2331257475
957	0.233109451
958	0.2330781803
959	0.2330171689
960	0.2329828959
961	0.232878986
962	0.2328323161
963	0.232770892
964	0.2327185386
965	0.2326797956
966	0.2326547601
967	0.2326291975
968	0.2326033129
969	0.2325584682
970	0.2325246282
971	0.2324947875
972	0.2324755099
973	0.2324618977
974	0.2323748603
975	0.2323334433
976	0.2323115227
977	0.2322885173
978	0.2322698057
979	0.2321963971
980	0.2321557949
981	0.2321238924
982	0.2320687195
983	0.2320172148
984	0.2319723841
985	0.231943049
986	0.2319263956
987	0.2318615346
988	0.2318010159
989	0.2317560179
990	0.2317129428
991	0.2316826888
992	0.2316512092
993	0.2316207461
994	0.2315892015
995	0.2315632381
996	0.231540195
997	0.2315205019
998	0.2314673267
999	0.2314426957
